RFM_SUPPLY_TIERS_1,RFM_SUPPLY_TIERS_2,RFM_SUPPLY_TIERS_3,ConsumeFuelTier
All_DistOil,2020,0,0.0
All_DistOil,2030,0,0.0
All_NG,2020,0,636958.8154625533
All_NG,2020,1,0.0
All_NG,2030,0,0.0
All_NG,2030,1,325697.3474380319
North_Bio,2020,0,0.0
North_Bio,2020,1,0.0
North_Bio,2030,0,28448.53337151378
North_Bio,2030,1,0.0
South_Bio,2020,0,0.0
South_Bio,2020,1,0.0
South_Bio,2030,0,0.0
South_Bio,2030,1,0.0
North_Uranium,2020,0,0.0
Central_Uranium,2020,0,0.0
South_Uranium,2020,0,0.0
North_Uranium,2030,0,0.0
Central_Uranium,2030,0,0.0
South_Uranium,2030,0,0.0
North_Coal,2020,0,133488.28252799998
Central_Coal,2020,0,88485.80930153228
North_Coal,2030,0,0.0
Central_Coal,2030,0,0.0
North_ResidualFuelOil,2020,0,0.0
Central_ResidualFuelOil,2020,0,0.0
South_ResidualFuelOil,2020,0,0.0
North_ResidualFuelOil,2030,0,0.0
Central_ResidualFuelOil,2030,0,0.0
South_ResidualFuelOil,2030,0,0.0
