set G_MULTI_FUELS[Kahe_LSFO_87.2_MW_ST] := LSFO-Diesel-Blend Diesel Biodiesel LNG LSFO ;
set G_MULTI_FUELS[Kahe_LSFO_77.9_MW_ST] := LNG LSFO LSFO-Diesel-Blend Biodiesel Diesel ;
set G_MULTI_FUELS[Chevron_LSFO_3_MW_GT_cogen] := Biodiesel Diesel LSFO-Diesel-Blend LSFO LNG ;
set G_MULTI_FUELS[Waiau_LSFO_47.2_MW_ST] := LNG LSFO LSFO-Diesel-Blend Biodiesel Diesel ;
set G_MULTI_FUELS[Waiau_LSFO_51.8_MW_ST] := LSFO-Diesel-Blend Biodiesel Diesel LNG LSFO ;
set G_MULTI_FUELS[Kahe_LSFO_128.1_MW_ST] := LNG LSFO LSFO-Diesel-Blend Biodiesel Diesel ;
set G_MULTI_FUELS[Kalaeloa_107_MW_CC_cogen] := LSFO LNG Biodiesel Diesel LSFO-Diesel-Blend ;
set G_MULTI_FUELS[SCCT] := Diesel Biodiesel LNG ;
set G_MULTI_FUELS[Waiau_LSFO_47.7_MW_ST] := LSFO LNG Diesel Biodiesel LSFO-Diesel-Blend ;
set G_MULTI_FUELS[CIP_Biodiesel_113_MW_GT] := LNG Diesel Biodiesel ;
set G_MULTI_FUELS[Kahe_LSFO_128.7_MW_ST] := Diesel Biodiesel LSFO-Diesel-Blend LSFO LNG ;
set G_MULTI_FUELS[Honolulu_LSFO_51.7_MW_ST] := Biodiesel Diesel LSFO-Diesel-Blend LSFO LNG ;
set G_MULTI_FUELS[Waiau_LSFO_77.8_MW_ST] := LSFO LNG Biodiesel Diesel LSFO-Diesel-Blend ;
set G_MULTI_FUELS[Waiau_High-Sulfur-Diesel_51.2_MW_GT] := LNG Biodiesel Diesel ;
set G_MULTI_FUELS[Chevron_LSFO_3.2_MW_GT_cogen] := Biodiesel Diesel LSFO-Diesel-Blend LSFO LNG ;
set G_MULTI_FUELS[Kahe_LSFO_82.1_MW_ST] := Diesel Biodiesel LSFO-Diesel-Blend LSFO LNG ;
set G_MULTI_FUELS[Waiau_LSFO_51.9_MW_ST] := Diesel Biodiesel LSFO-Diesel-Blend LSFO LNG ;
set G_MULTI_FUELS[Reciprocating] := Biodiesel Diesel LNG ;
set G_MULTI_FUELS[Honolulu_LSFO_48.6_MW_ST] := LSFO LNG Biodiesel Diesel LSFO-Diesel-Blend ;
set G_MULTI_FUELS[Tesoro_LSFO_20_MW_GT_cogen] := LSFO-Diesel-Blend Biodiesel Diesel LNG LSFO ;
set G_MULTI_FUELS[Kahe_LSFO_78.1_MW_ST] := LSFO-Diesel-Blend Biodiesel Diesel LNG LSFO ;
set G_MULTI_FUELS[AES_Coal_180_MW_ST] := Coal LSFO-Diesel-Blend Biodiesel Diesel Pellet-Biomass LNG LSFO ;
set G_MULTI_FUELS[CCCT] := LNG Biodiesel Diesel ;
