regional_fuel_market	fuel	tier	period	unit_cost	max_avail_at_cost	fixed_cost	max_age
Hawaii_Biodiesel	Biodiesel	base	2021	39.620582462	.	0.0	.
Hawaii_Biodiesel	Biodiesel	base	2037	45.8899481222	.	0.0	.
Hawaii_Coal	Coal	base	2021	3.14088611914	.	0.0	.
Hawaii_Coal	Coal	base	2037	3.48493771701	.	0.0	.
Hawaii_Diesel	Diesel	base	2021	21.6090928401	.	0.0	.
Hawaii_Diesel	Diesel	base	2037	29.1533779211	.	0.0	.
Hawaii_LNG	LNG	bulk_10	2021	14.21632106	51113806.0	1.27906440669	10.0000000000000000
Hawaii_LNG	LNG	bulk_10	2037	19.6114562601	51113806.0	1.27906440669	10.0000000000000000
Hawaii_LNG	LNG	bulk_15	2021	14.21632106	51113806.0	1.13877784832	15.0000000000000000
Hawaii_LNG	LNG	bulk_15	2037	19.6114562601	51113806.0	1.13877784832	15.0000000000000000
Hawaii_LNG	LNG	bulk_20	2021	14.21632106	51113806.0	1.07150973446	20.0000000000000000
Hawaii_LNG	LNG	bulk_20	2037	19.6114562601	51113806.0	1.07150973446	20.0000000000000000
Hawaii_LNG	LNG	bulk_25	2021	14.21632106	51113806.0	1.03331927855	25.0000000000000000
Hawaii_LNG	LNG	bulk_25	2037	19.6114562601	51113806.0	1.03331927855	25.0000000000000000
Hawaii_LNG	LNG	bulk_30	2021	14.21632106	51113806.0	1.00953910263	30.0000000000000000
Hawaii_LNG	LNG	bulk_30	2037	19.6114562601	51113806.0	1.00953910263	30.0000000000000000
Hawaii_LNG	LNG	container_10	2021	14.3726245803	34757388.08	1.03256313832	10.0000000000000000
Hawaii_LNG	LNG	container_10	2037	14.3116817785	34757388.08	1.03256313832	10.0000000000000000
Hawaii_LNG	LNG	container_15	2021	14.3726245803	34757388.08	0.782491737361	15.0000000000000000
Hawaii_LNG	LNG	container_15	2037	14.3116817785	34757388.08	0.782491737361	15.0000000000000000
Hawaii_LNG	LNG	container_20	2021	14.3726245803	34757388.08	0.662581236547	20.0000000000000000
Hawaii_LNG	LNG	container_20	2037	14.3116817785	34757388.08	0.662581236547	20.0000000000000000
Hawaii_LNG	LNG	container_25	2021	14.3726245803	34757388.08	0.594503860332	25.0000000000000000
Hawaii_LNG	LNG	container_25	2037	14.3116817785	34757388.08	0.594503860332	25.0000000000000000
Hawaii_LNG	LNG	container_30	2021	14.3726245803	34757388.08	0.552113898126	30.0000000000000000
Hawaii_LNG	LNG	container_30	2037	14.3116817785	34757388.08	0.552113898126	30.0000000000000000
Hawaii_LSFO	LSFO	base	2021	18.8698916869	.	0.0	.
Hawaii_LSFO	LSFO	base	2037	26.2725190546	.	0.0	.
Hawaii_Pellet-Biomass	Pellet-Biomass	base	2021	13.999578125	.	0.0	.
Hawaii_Pellet-Biomass	Pellet-Biomass	base	2037	13.999578125	.	0.0	.
